"lemma","lemma_freq","gloss","form","stressed_syll","case","number","short_cluster","full_cluster","noep","ep"
"всевобуч",27,"Vsevobuch","всево'бучем",2,"inst","sg","вс","вс",4,7
"всевышний",1001,"god","всевы'шними",2,"inst","pl","вс","вс",215,90
"всевышний",1001,"god","всевы'шнего",2,"gen","sg","вс","вс",197,67
"всеединство",315,"unity","всееди'нством",3,"inst","sg","вс","вс",163,100
"всезнайство",17,"vseznaystvo","всезна'йством",2,"inst","sg","вс","вс",28,32
"всезнание",62,"omniscience","всезна'нием",2,"inst","sg","вс","вс",77,174
"вселение",194,"ACCOMMODATION","вселе'ниями",2,"inst","pl","вс","вс",9,10
"вселение",194,"ACCOMMODATION","вселе'ния",2,"gen","sg","вс","вс",69,22
"всемогущество",440,"omnipotence","всемогу'ществом",3,"inst","sg","вс","вс",394,936
"всемогущество",440,"omnipotence","всемогу'щества",3,"gen","sg","вс","вс",9,9
"всенародность",22,"nationwide","всенаро'дностью",3,"inst","sg","вс","вс",14,9
"всеобуч",65,"vseobuch","всео'бучем",2,"inst","sg","вс","вс",40,61
"всеобуч",65,"vseobuch","всео'буча",2,"gen","sg","вс","вс",10,21
"всеобщность",214,"generality","всео'бщностью",2,"inst","sg","вс","вс",394,802
"всеобщность",214,"generality","всео'бщности",2,"gen","sg","вс","вс",14,2
"всеоружие",265,"full armor","всеору'жием",3,"inst","sg","вс","вс",1,23
"всепрощение",116,"forgiveness","всепроще'нием",3,"inst","sg","вс","вс",260,372
"всепрощение",116,"forgiveness","всепроще'ния",3,"gen","sg","вс","вс",4,13
"всесилие",73,"omnipotence","всеси'лием",2,"inst","sg","вс","вс",411,147
"всесожжение",67,"burnt offering","всесожже'нием",3,"inst","sg","вс","вс",22,532
"всесожжение",67,"burnt offering","всесожже'ниями",3,"inst","pl","вс","вс",6,575
"всесожжение",67,"burnt offering","всесожже'ния",3,"gen","sg","вс","вс",10,2
"всесторонность",28,"Comprehensiveness","всесторо'нностью",3,"inst","sg","вс","вс",22,20
"всеядность",52,"omnivorous","всея'дностью",2,"inst","sg","вс","вс",173,221
"вскармливание",92,"Breastfeeding","вска'рмливанием",1,"inst","sg","вс","вск",323,643
"вскармливание",92,"Breastfeeding","вска'рмливания",1,"gen","sg","вс","вск",13,21
"вскрик",467,"holler","вскри'ком",1,"inst","sg","вс","вскр",481,546
"вскрик",467,"holler","вскри'ками",1,"inst","pl","вс","вскр",236,189
"вскрикивание",38,"yelping","вскри'киванием",1,"inst","sg","вс","вскр",24,49
"вскрикивание",38,"yelping","вскри'киваниями",1,"inst","pl","вс","вскр",226,659
"вскрытие",1032,"autopsy","вскры'тиями",1,"inst","pl","вс","вскр",46,279
"вскрытие",1032,"autopsy","вскры'тий",1,"gen","pl","вс","вскр",14,91
"всплеск",1201,"splash","вспле'ска",1,"gen","sg","вс","вспл",150,106
"всплеск",1201,"splash","вспле'сков",1,"gen","pl","вс","вспл",17,5
"всполох",113,"flashes","всполо'хом",2,"inst","sg","вс","всп",26,165
"всполох",113,"flashes","всполо'хами",2,"inst","pl","вс","всп",260,548
"всполох",113,"flashes","всполо'ха",2,"gen","sg","вс","всп",5,11
"всполье",51,"Vspolye","вспо'лья",1,"gen","sg","вс","всп",3,40
"вспомоществование",216,"assistance","вспомоществова'нием",5,"inst","sg","вс","всп",133,15
"вспыльчивость",154,"temper","вспы'льчивостью",1,"inst","sg","вс","всп",118,561
"вставание",129,"rising","встава'ниями",2,"inst","pl","вс","вст",90,101
"вставание",129,"rising","встава'ния",2,"gen","sg","вс","вст",84,128
"встречный",4300,"counter","встре'чного",1,"gen","sg","вс","встр",328,995
"встречный",4300,"counter","встре'чных",1,"gen","pl","вс","встр",219,956
"вступление",4786,"entry","вступле'ниями",2,"inst","pl","вс","вст",198,355
"вступление",4786,"entry","вступле'ний",2,"gen","pl","вс","вст",16,20
"всхлип",364,"sob","всхли'пов",1,"gen","pl","вс","всхл",4,13
"всхлипывание",284,"sob","всхли'пыванием",1,"inst","sg","вс","всхл",675,522
"всхлипывание",284,"sob","всхли'пываниями",1,"inst","pl","вс","всхл",439,756
"всхлипывание",284,"sob","всхли'пывания",1,"gen","sg","вс","всхл",22,6
"всхлипывание",284,"sob","всхли'пываний",1,"gen","pl","вс","всхл",9,6
"всхожесть",81,"germination","всхо'жестью",1,"inst","sg","вс","всх",183,556
"всхрап",10,"sharp snore","всхра'пом",1,"inst","sg","вс","всхр",24,77
"всхрап",10,"sharp snore","всхра'пами",1,"inst","pl","вс","всхр",13,12
"втирание",66,"chafing","втира'ниями",2,"inst","pl","вт","вт",84,8
"втирание",66,"chafing","втира'ния",2,"gen","sg","вт","вт",183,7
"втирание",66,"chafing","втира'ний",2,"gen","pl","вт","вт",14,2
"вторжение",1583,"invasion","вторже'ний",2,"gen","pl","вт","вт",28,9
"вторник",3272,"Tuesday","вто'рниками",1,"inst","pl","вт","вт",17,200
"вторник",3272,"Tuesday","вто'рников",1,"gen","pl","вт","вт",11,85
"второгодник",92,"repeaters","второго'дником",3,"inst","sg","вт","вт",186,77
"второгодник",92,"repeaters","второго'дниками",3,"inst","pl","вт","вт",215,111
"второгодничество",7,"repetition","второго'дничеством",3,"inst","sg","вт","вт",147,18
"второклассник",93,"second-form boy","второкла'ссником",3,"inst","sg","вт","вт",175,77
"второклассник",93,"second-form boy","второкла'ссниками",3,"inst","pl","вт","вт",599,232
"второклассник",93,"second-form boy","второкла'ссника",3,"gen","sg","вт","вт",19,10
"второклассник",93,"second-form boy","второкла'ссников",3,"gen","pl","вт","вт",13,10
"второкурсник",55,"sophomore","второку'рсником",3,"inst","sg","вт","вт",119,112
"второкурсник",55,"sophomore","второку'рсниками",3,"inst","pl","вт","вт",223,208
"второкурсник",55,"sophomore","второку'рсников",3,"gen","pl","вт","вт",12,11
"второразрядник",6,"vtororazryadnik","второразря'дником",4,"inst","sg","вт","вт",37,35
"второразрядник",6,"vtororazryadnik","второразря'дниками",4,"inst","pl","вт","вт",23,20
"втуз",39,"technical college","вту'зом",1,"inst","sg","вт","вт",14,28
"втуз",39,"technical college","вту'зами",1,"inst","pl","вт","вт",11,4
"втуз",39,"technical college","вту'за",1,"gen","sg","вт","вт",4,23
"вхождение",742,"occurrence","вхожде'ниями",2,"inst","pl","вх","вх",736,25
"вхождение",742,"occurrence","вхожде'ния",2,"gen","sg","вх","вх",648,157
"вшивание",4,"sewing","вшива'нием",2,"inst","sg","вш","вш",317,46
"вшивец",2,"vshivets","вши'вцев",1,"gen","pl","вш","вш",81,0
"вшивок",5,"woven labels","вши'вками",1,"inst","pl","вш","вш",16,7
"вшивок",5,"woven labels","вши'вков",1,"gen","pl","вш","вш",25,1
"вшивость",65,"pediculosis","вши'востью",1,"inst","sg","вш","вш",150,434
"жбан",157,"jug","жба'ном",1,"inst","sg","жб","жб",150,780
"жбан",157,"jug","жба'нами",1,"inst","pl","жб","жб",6,131
"жбан",157,"jug","жба'на",1,"gen","sg","жб","жб",7,345
"жбан",157,"jug","жба'нов",1,"gen","pl","жб","жб",63,13
"жбанчик",16,"zhbanchik","жба'нчиком",1,"inst","sg","жб","жб",10,51
"жгут",995,"tourniquet","жгута'",2,"gen","sg","жг","жг",177,362
"жгут",995,"tourniquet","жгуто'в",2,"gen","pl","жг","жг",43,187
"жгутик",82,"flagellum","жгу'тиком",1,"inst","sg","жг","жг",84,532
"жгутик",82,"flagellum","жгу'тиками",1,"inst","pl","жг","жг",158,998
"жгутик",82,"flagellum","жгу'тика",1,"gen","sg","жг","жг",9,19
"жгутик",82,"flagellum","жгу'тиков",1,"gen","pl","жг","жг",6,13
"жгутиконосец",18,"zhgutikonosets","жгутиконо'сцами",4,"inst","pl","жг","жг",6,14
"жгучесть",38,"zhguchest","жгу'честью",1,"inst","sg","жг","жг",7,99
"жжение",150,"burning","жже'ниями",1,"inst","pl","жж","жж",12,1
"жжение",150,"burning","жже'ния",1,"gen","sg","жж","жж",168,52
"жмот",86,"miser","жмо'том",1,"inst","sg","жм","жм",52,206
"жмот",86,"miser","жмо'тами",1,"inst","pl","жм","жм",48,223
"жмот",86,"miser","жмо'та",1,"gen","sg","жм","жм",8,8
"жмот",86,"miser","жмо'тов",1,"gen","pl","жм","жм",6,8
"жмудь",16,"Zhmud","жму'дью",1,"inst","sg","жм","жм",25,80
"жмудь",16,"Zhmud","жму'ди",1,"gen","sg","жм","жм",6,17
"жмых",150,"cake","жмы'хами",1,"inst","pl","жм","жм",22,245
"жмых",150,"cake","жмы'ха",1,"gen","sg","жм","жм",15,69
"жмых",150,"cake","жмы'хов",1,"gen","pl","жм","жм",17,8
"жмых",150,"cake","жмыха'ми",2,"inst","pl","жм","жм",22,245
"жмых",150,"cake","жмыха'",2,"gen","sg","жм","жм",15,69
"жмых",150,"cake","жмыхо'в",2,"gen","pl","жм","жм",17,8
"жнец",108,"reaper","жнецо'м",2,"inst","sg","жн","жн",194,577
"жнец",108,"reaper","жнеца'ми",2,"inst","pl","жн","жн",223,637
"жнец",108,"reaper","жнеца'",2,"gen","sg","жн","жн",37,65
"жнец",108,"reaper","жнецо'в",2,"gen","pl","жн","жн",12,6
"жниво",34,"stubble","жни'вом",1,"inst","sg","жн","жн",6,12
"жниво",34,"stubble","жни'ва",1,"gen","sg","жн","жн",6,23
"жнивьё",237,"stubble","жнивьём",2,"inst","sg","жн","жн",29,148
"жнивьё",237,"stubble","жнивья'",2,"gen","sg","жн","жн",17,104
"жнитво",119,"zhnitvo","жнитво'м",2,"inst","sg","жн","жн",76,328
"жнитво",119,"zhnitvo","жнитва'",2,"gen","sg","жн","жн",6,6
"жраньё",18,"zhrane","жраньём",2,"inst","sg","жр","жр",11,33
"жребий",1166,"lot","жре'биями",1,"inst","pl","жр","жр",153,216
"жребий",1166,"lot","жре'бия",1,"gen","sg","жр","жр",93,135
"жребий",1166,"lot","жре'биев",1,"gen","pl","жр","жр",5,6
"жрец",1894,"priest","жреца'",2,"gen","sg","жр","жр",117,149
"жрец",1894,"priest","жрецо'в",2,"gen","pl","жр","жр",122,156
"жречество",32,"priesthood","жре'чеством",1,"inst","sg","жр","жр",236,677
"жречество",32,"priesthood","жре'чества",1,"gen","sg","жр","жр",8,8
"жрун",1,"zhrun","жруно'м",2,"inst","sg","жр","жр",27,28
"жрун",1,"zhrun","жруна'ми",2,"inst","pl","жр","жр",15,19
"звание",9305,"title","зва'ний",1,"gen","pl","зв","зв",32,135
"звездообразование",17,"star","звездообразова'нием",6,"inst","sg","зв","зв",9,72
"звездопад",40,"Shooting Stars","звездопа'дом",3,"inst","sg","зв","зв",130,408
